id,timestamp,machine_id,status,temperature,pressure,motor_current,flow_rate,energy,units_produced,good_units,defective_units,planned,ideal_cycle_time_sec
7335,2026-07-07 02:14:00,CNC-01,IDLE,57.74,5.206,0.67,4.84,0.532,0,0,0,0,4.0
7336,2026-07-07 02:15:00,CNC-01,IDLE,58.07,5.09,0.69,4.66,0.674,0,0,0,0,4.0
7337,2026-07-07 02:16:00,CNC-01,IDLE,63.52,5.344,0.68,4.28,0.604,0,0,0,0,4.0
7338,2026-07-07 02:17:00,CNC-01,IDLE,67.68,5.293,0.77,5.33,0.631,0,0,0,0,4.0
7339,2026-07-07 02:18:00,CNC-01,IDLE,62.92,4.929,0.69,4.69,0.62,0,0,0,0,4.0
7340,2026-07-07 02:19:00,CNC-01,IDLE,58.01,5.064,0.73,4.55,0.56,0,0,0,0,4.0
7341,2026-07-07 02:20:00,CNC-01,IDLE,59.88,5.144,0.56,4.54,0.65,0,0,0,0,4.0
7342,2026-07-07 02:21:00,CNC-01,IDLE,63.23,5.352,0.6,4.67,0.599,0,0,0,0,4.0
7343,2026-07-07 02:22:00,CNC-01,IDLE,63.65,5.559,0.76,4.6,0.577,0,0,0,0,4.0
7344,2026-07-07 02:23:00,CNC-01,IDLE,66.5,5.118,0.64,4.75,0.669,0,0,0,0,4.0
7345,2026-07-07 02:24:00,CNC-01,IDLE,59.55,5.098,0.65,5.22,0.618,0,0,0,0,4.0
7346,2026-07-07 02:25:00,CNC-01,IDLE,65.04,5.696,0.61,4.53,0.583,0,0,0,0,4.0
7347,2026-07-07 02:26:00,CNC-01,IDLE,62.47,5.379,0.68,4.56,0.65,0,0,0,0,4.0
7348,2026-07-07 02:27:00,CNC-01,IDLE,63.91,5.322,0.58,5.32,0.613,0,0,0,0,4.0
7349,2026-07-07 02:28:00,CNC-01,IDLE,61.78,4.981,0.67,4.48,0.508,0,0,0,0,4.0
7350,2026-07-07 02:29:00,CNC-01,IDLE,59.82,4.748,0.7,4.38,0.639,0,0,0,0,4.0
7351,2026-07-07 02:30:00,CNC-01,IDLE,57.28,5.586,0.76,4.41,0.6,0,0,0,0,4.0
7352,2026-07-07 02:31:00,CNC-01,IDLE,59.71,5.401,0.81,5.31,0.571,0,0,0,0,4.0
7353,2026-07-07 02:32:00,CNC-01,IDLE,62.62,5.684,0.74,5.24,0.636,0,0,0,0,4.0
7354,2026-07-07 02:33:00,CNC-01,IDLE,62.51,5.207,0.63,4.53,0.561,0,0,0,0,4.0
7355,2026-07-07 02:34:00,CNC-01,IDLE,61.23,5.258,0.7,4.92,0.636,0,0,0,0,4.0
7356,2026-07-07 02:35:00,CNC-01,IDLE,61.03,5.45,0.77,5.0,0.578,0,0,0,0,4.0
7357,2026-07-07 02:36:00,CNC-01,IDLE,65.12,5.373,0.74,5.45,0.639,0,0,0,0,4.0
7358,2026-07-07 02:37:00,CNC-01,IDLE,67.01,5.184,0.68,5.3,0.557,0,0,0,0,4.0
7359,2026-07-07 02:38:00,CNC-01,IDLE,67.95,5.619,0.71,5.32,0.636,0,0,0,0,4.0
7360,2026-07-07 02:39:00,CNC-01,IDLE,58.42,4.984,0.72,4.9,0.667,0,0,0,0,4.0
7361,2026-07-07 02:40:00,CNC-01,IDLE,63.2,4.848,0.67,5.14,0.517,0,0,0,0,4.0
7362,2026-07-07 02:41:00,CNC-01,IDLE,58.06,5.117,0.76,4.75,0.627,0,0,0,0,4.0
7363,2026-07-07 02:42:00,CNC-01,IDLE,62.31,5.187,0.67,5.17,0.544,0,0,0,0,4.0
7364,2026-07-07 02:43:00,CNC-01,IDLE,61.59,5.573,0.66,4.22,0.503,0,0,0,0,4.0
7365,2026-07-07 02:44:00,CNC-01,IDLE,64.29,5.45,0.69,4.33,0.598,0,0,0,0,4.0
7366,2026-07-07 02:45:00,CNC-01,IDLE,65.83,4.849,0.77,4.16,0.55,0,0,0,0,4.0
7367,2026-07-07 02:46:00,CNC-01,IDLE,62.63,5.514,0.79,5.24,0.679,0,0,0,0,4.0
7368,2026-07-07 02:47:00,CNC-01,IDLE,62.85,5.043,0.78,5.39,0.649,0,0,0,0,4.0
7369,2026-07-07 02:48:00,CNC-01,IDLE,64.14,5.648,0.73,4.83,0.64,0,0,0,0,4.0
7370,2026-07-07 02:49:00,CNC-01,IDLE,63.74,5.496,0.7,5.2,0.646,0,0,0,0,4.0
7371,2026-07-07 02:50:00,CNC-01,IDLE,62.94,5.005,0.78,4.36,0.559,0,0,0,0,4.0
7372,2026-07-07 02:51:00,CNC-01,IDLE,62.81,4.478,0.8,4.85,0.679,0,0,0,0,4.0
7373,2026-07-07 02:52:00,CNC-01,IDLE,67.72,5.184,0.79,4.42,0.626,0,0,0,0,4.0
7374,2026-07-07 02:53:00,CNC-01,IDLE,60.89,5.44,0.76,4.78,0.631,0,0,0,0,4.0
7375,2026-07-07 02:54:00,CNC-01,IDLE,65.14,5.287,0.86,4.79,0.684,0,0,0,0,4.0
7376,2026-07-07 02:55:00,CNC-01,IDLE,65.75,4.673,0.8,5.27,0.61,0,0,0,0,4.0
7377,2026-07-07 02:56:00,CNC-01,IDLE,63.42,5.379,0.79,4.68,0.681,0,0,0,0,4.0
7378,2026-07-07 02:57:00,CNC-01,IDLE,59.06,4.703,0.74,5.35,0.596,0,0,0,0,4.0
7379,2026-07-07 02:58:00,CNC-01,IDLE,55.52,4.784,0.73,4.84,0.667,0,0,0,0,4.0
7380,2026-07-07 02:59:00,CNC-01,IDLE,62.54,5.01,0.72,5.25,0.67,0,0,0,0,4.0
7381,2026-07-07 03:00:00,CNC-01,IDLE,61.99,5.252,0.75,4.54,0.64,0,0,0,0,4.0
7382,2026-07-07 03:01:00,CNC-01,IDLE,61.62,5.209,0.71,4.89,0.697,0,0,0,0,4.0
7383,2026-07-07 03:02:00,CNC-01,IDLE,60.91,5.107,0.79,5.02,0.642,0,0,0,0,4.0
7384,2026-07-07 03:03:00,CNC-01,IDLE,59.23,5.306,0.76,4.57,0.635,0,0,0,0,4.0
7385,2026-07-07 03:04:00,CNC-01,IDLE,61.71,5.039,0.77,5.3,0.611,0,0,0,0,4.0
7386,2026-07-07 03:05:00,CNC-01,IDLE,63.68,5.63,0.68,4.98,0.587,0,0,0,0,4.0
7387,2026-07-07 03:06:00,CNC-01,IDLE,59.27,5.114,0.64,5.01,0.568,0,0,0,0,4.0
7388,2026-07-07 03:07:00,CNC-01,IDLE,58.14,5.456,0.75,4.71,0.639,0,0,0,0,4.0
7389,2026-07-07 03:08:00,CNC-01,IDLE,59.91,5.121,0.73,5.26,0.587,0,0,0,0,4.0
7390,2026-07-07 03:09:00,CNC-01,IDLE,60.54,5.528,0.74,4.9,0.662,0,0,0,0,4.0
7391,2026-07-07 03:10:00,CNC-01,IDLE,68.17,5.343,0.67,5.04,0.566,0,0,0,0,4.0
7392,2026-07-07 03:11:00,CNC-01,IDLE,66.06,5.023,0.7,4.51,0.614,0,0,0,0,4.0
7393,2026-07-07 03:12:00,CNC-01,IDLE,62.99,5.456,0.71,4.86,0.578,0,0,0,0,4.0
7394,2026-07-07 03:13:00,CNC-01,IDLE,61.48,4.816,0.79,4.81,0.684,0,0,0,0,4.0
7395,2026-07-07 03:14:00,CNC-01,IDLE,61.97,4.663,0.68,4.84,0.609,0,0,0,0,4.0
7396,2026-07-07 03:15:00,CNC-01,IDLE,64.37,5.286,0.69,4.48,0.586,0,0,0,0,4.0
7397,2026-07-07 03:16:00,CNC-01,IDLE,64.15,5.491,0.67,5.25,0.633,0,0,0,0,4.0
7398,2026-07-07 03:17:00,CNC-01,IDLE,59.68,5.308,0.73,4.42,0.54,0,0,0,0,4.0
7399,2026-07-07 03:18:00,CNC-01,IDLE,63.76,5.098,0.8,5.53,0.628,0,0,0,0,4.0
7400,2026-07-07 03:19:00,CNC-01,IDLE,65.2,4.927,0.63,4.79,0.544,0,0,0,0,4.0
7401,2026-07-07 03:20:00,CNC-01,IDLE,63.27,4.999,0.72,4.78,0.636,0,0,0,0,4.0
7402,2026-07-07 03:21:00,CNC-01,IDLE,63.32,5.113,0.62,4.91,0.522,0,0,0,0,4.0
7403,2026-07-07 03:22:00,CNC-01,IDLE,66.09,5.393,0.76,4.46,0.623,0,0,0,0,4.0
7404,2026-07-07 03:23:00,CNC-01,IDLE,60.35,5.28,0.65,4.81,0.539,0,0,0,0,4.0
7405,2026-07-07 03:24:00,CNC-01,IDLE,61.87,4.742,0.81,4.91,0.606,0,0,0,0,4.0
7406,2026-07-07 03:25:00,CNC-01,IDLE,64.38,4.845,0.66,5.06,0.613,0,0,0,0,4.0
7407,2026-07-07 03:26:00,CNC-01,IDLE,60.19,5.43,0.73,5.05,0.624,0,0,0,0,4.0
7408,2026-07-07 03:27:00,CNC-01,IDLE,60.31,5.213,0.6,4.64,0.594,0,0,0,0,4.0
7409,2026-07-07 03:28:00,CNC-01,IDLE,64.23,5.389,0.66,4.54,0.668,0,0,0,0,4.0
7410,2026-07-07 03:29:00,CNC-01,IDLE,61.47,5.27,0.75,4.82,0.598,0,0,0,0,4.0
7411,2026-07-07 03:30:00,CNC-01,IDLE,61.41,5.083,0.72,4.12,0.588,0,0,0,0,4.0
7412,2026-07-07 03:31:00,CNC-01,IDLE,63.98,5.363,0.79,5.18,0.625,0,0,0,0,4.0
7413,2026-07-07 03:32:00,CNC-01,IDLE,62.45,5.099,0.74,4.98,0.588,0,0,0,0,4.0
7414,2026-07-07 03:33:00,CNC-01,IDLE,59.76,5.22,0.78,4.89,0.607,0,0,0,0,4.0
7415,2026-07-07 03:34:00,CNC-01,IDLE,63.63,5.381,0.72,4.83,0.581,0,0,0,0,4.0
7416,2026-07-07 03:35:00,CNC-01,IDLE,65.38,5.108,0.8,4.91,0.608,0,0,0,0,4.0
7417,2026-07-07 03:36:00,CNC-01,IDLE,64.64,5.04,0.74,4.89,0.626,0,0,0,0,4.0
7418,2026-07-07 03:37:00,CNC-01,IDLE,60.31,5.029,0.6,4.67,0.581,0,0,0,0,4.0
7419,2026-07-07 03:38:00,CNC-01,IDLE,60.36,5.202,0.71,5.05,0.633,0,0,0,0,4.0
7420,2026-07-07 03:39:00,CNC-01,IDLE,64.32,5.444,0.72,4.87,0.65,0,0,0,0,4.0
7421,2026-07-07 03:40:00,CNC-01,IDLE,64.45,4.792,0.7,4.13,0.518,0,0,0,0,4.0
7422,2026-07-07 03:41:00,CNC-01,IDLE,60.84,5.199,0.68,4.14,0.643,0,0,0,0,4.0
7423,2026-07-07 03:42:00,CNC-01,IDLE,60.25,5.384,0.67,4.65,0.627,0,0,0,0,4.0
7424,2026-07-07 03:43:00,CNC-01,IDLE,61.32,5.288,0.72,4.28,0.629,0,0,0,0,4.0
7425,2026-07-07 03:44:00,CNC-01,IDLE,59.56,4.904,0.66,5.18,0.529,0,0,0,0,4.0
7426,2026-07-07 03:45:00,CNC-01,IDLE,64.33,5.339,0.71,4.95,0.592,0,0,0,0,4.0
7427,2026-07-07 03:46:00,CNC-01,IDLE,64.42,5.11,0.61,4.82,0.644,0,0,0,0,4.0
7428,2026-07-07 03:47:00,CNC-01,IDLE,63.85,5.782,0.69,4.79,0.595,0,0,0,0,4.0
7429,2026-07-07 03:48:00,CNC-01,IDLE,60.05,5.096,0.65,3.93,0.578,0,0,0,0,4.0
7430,2026-07-07 03:49:00,CNC-01,IDLE,62.45,5.427,0.67,4.62,0.656,0,0,0,0,4.0
7431,2026-07-07 03:50:00,CNC-01,IDLE,58.39,5.189,0.77,4.57,0.532,0,0,0,0,4.0
7432,2026-07-07 03:51:00,CNC-01,IDLE,67.5,5.478,0.76,4.82,0.637,0,0,0,0,4.0
7433,2026-07-07 03:52:00,CNC-01,IDLE,54.91,5.107,0.76,4.29,0.59,0,0,0,0,4.0
7434,2026-07-07 03:53:00,CNC-01,IDLE,63.34,5.003,0.71,5.01,0.621,0,0,0,0,4.0
7435,2026-07-07 03:54:00,CNC-01,IDLE,61.18,4.99,0.73,4.99,0.62,0,0,0,0,4.0
7436,2026-07-07 03:55:00,CNC-01,IDLE,62.73,5.341,0.76,4.98,0.611,0,0,0,0,4.0
7437,2026-07-07 03:56:00,CNC-01,IDLE,60.81,5.654,0.64,4.77,0.582,0,0,0,0,4.0
7438,2026-07-07 03:57:00,CNC-01,IDLE,56.91,5.345,0.7,4.86,0.598,0,0,0,0,4.0
7439,2026-07-07 03:58:00,CNC-01,IDLE,64.65,5.503,0.64,5.56,0.595,0,0,0,0,4.0
7440,2026-07-07 03:59:00,CNC-01,IDLE,64.15,5.293,0.71,5.07,0.669,0,0,0,0,4.0
7441,2026-07-07 04:00:00,CNC-01,IDLE,64.72,5.166,0.7,4.63,0.641,0,0,0,0,4.0
7442,2026-07-07 04:01:00,CNC-01,IDLE,64.16,5.136,0.79,5.28,0.694,0,0,0,0,4.0
7443,2026-07-07 04:02:00,CNC-01,IDLE,60.02,5.209,0.7,5.89,0.607,0,0,0,0,4.0
7444,2026-07-07 04:03:00,CNC-01,IDLE,66.19,5.55,0.7,4.87,0.631,0,0,0,0,4.0
7445,2026-07-07 04:04:00,CNC-01,IDLE,66.17,5.188,0.68,5.23,0.551,0,0,0,0,4.0
7446,2026-07-07 04:05:00,CNC-01,IDLE,63.15,5.558,0.73,4.63,0.558,0,0,0,0,4.0
7447,2026-07-07 04:06:00,CNC-01,IDLE,65.96,5.187,0.65,5.31,0.645,0,0,0,0,4.0
7448,2026-07-07 04:07:00,CNC-01,IDLE,59.24,5.994,0.68,5.17,0.702,0,0,0,0,4.0
7449,2026-07-07 04:08:00,CNC-01,IDLE,65.06,5.317,0.62,5.67,0.648,0,0,0,0,4.0
7450,2026-07-07 04:09:00,CNC-01,IDLE,58.15,5.703,0.71,4.74,0.579,0,0,0,0,4.0
7451,2026-07-07 04:10:00,CNC-01,IDLE,62.91,5.482,0.68,4.9,0.769,0,0,0,0,4.0
7452,2026-07-07 04:11:00,CNC-01,IDLE,63.83,5.53,0.65,4.31,0.677,0,0,0,0,4.0
7453,2026-07-07 04:12:00,CNC-01,IDLE,65.94,5.754,0.7,5.36,0.484,0,0,0,0,4.0
7454,2026-07-07 04:13:00,CNC-01,IDLE,64.03,5.55,0.67,5.28,0.598,0,0,0,0,4.0
7455,2026-07-07 04:14:00,CNC-01,IDLE,62.16,5.163,0.8,4.67,0.579,0,0,0,0,4.0
7456,2026-07-07 04:15:00,CNC-01,IDLE,59.83,5.13,0.72,5.11,0.57,0,0,0,0,4.0
7457,2026-07-07 04:16:00,CNC-01,IDLE,63.52,5.424,0.65,4.88,0.602,0,0,0,0,4.0
7458,2026-07-07 04:17:00,CNC-01,IDLE,62.63,5.082,0.7,4.87,0.696,0,0,0,0,4.0
7459,2026-07-07 04:18:00,CNC-01,IDLE,62.54,5.642,0.79,4.33,0.593,0,0,0,0,4.0
7460,2026-07-07 04:19:00,CNC-01,IDLE,66.66,5.295,0.7,5.15,0.658,0,0,0,0,4.0
7461,2026-07-07 04:20:00,CNC-01,IDLE,62.32,5.157,0.57,4.87,0.588,0,0,0,0,4.0
7462,2026-07-07 04:21:00,CNC-01,IDLE,59.39,5.179,0.68,4.92,0.593,0,0,0,0,4.0
7463,2026-07-07 04:22:00,CNC-01,IDLE,63.75,5.293,0.78,4.64,0.692,0,0,0,0,4.0
7464,2026-07-07 04:23:00,CNC-01,IDLE,65.61,5.687,0.72,4.74,0.581,0,0,0,0,4.0
7465,2026-07-07 04:24:00,CNC-01,IDLE,67.67,5.57,0.65,5.25,0.567,0,0,0,0,4.0
7466,2026-07-07 04:25:00,CNC-01,IDLE,63.38,5.489,0.8,4.95,0.6,0,0,0,0,4.0
7467,2026-07-07 04:26:00,CNC-01,IDLE,62.55,5.561,0.76,4.85,0.517,0,0,0,0,4.0
7468,2026-07-07 04:27:00,CNC-01,IDLE,55.11,5.309,0.64,4.64,0.596,0,0,0,0,4.0
7469,2026-07-07 04:28:00,CNC-01,IDLE,68.64,5.278,0.75,5.06,0.49,0,0,0,0,4.0
7470,2026-07-07 04:29:00,CNC-01,IDLE,61.22,4.875,0.81,4.13,0.586,0,0,0,0,4.0
7471,2026-07-07 04:30:00,CNC-01,IDLE,61.63,4.946,0.71,4.84,0.614,0,0,0,0,4.0
7472,2026-07-07 04:31:00,CNC-01,IDLE,63.92,5.313,0.73,5.3,0.527,0,0,0,0,4.0
7473,2026-07-07 04:32:00,CNC-01,IDLE,64.52,4.928,0.67,4.9,0.626,0,0,0,0,4.0
7474,2026-07-07 04:33:00,CNC-01,IDLE,64.01,4.958,0.81,4.69,0.572,0,0,0,0,4.0
7475,2026-07-07 04:34:00,CNC-01,IDLE,58.6,4.831,0.62,4.98,0.636,0,0,0,0,4.0
7476,2026-07-07 04:35:00,CNC-01,IDLE,59.83,4.899,0.7,4.89,0.619,0,0,0,0,4.0
7477,2026-07-07 04:36:00,CNC-01,IDLE,59.53,5.192,0.8,4.38,0.605,0,0,0,0,4.0
7478,2026-07-07 04:37:00,CNC-01,IDLE,63.92,4.952,0.75,4.32,0.637,0,0,0,0,4.0
7479,2026-07-07 04:38:00,CNC-01,IDLE,62.55,4.816,0.75,4.5,0.599,0,0,0,0,4.0
7480,2026-07-07 04:39:00,CNC-01,IDLE,64.31,4.953,0.68,5.31,0.507,0,0,0,0,4.0
7481,2026-07-07 04:40:00,CNC-01,IDLE,66.68,4.803,0.67,4.97,0.636,0,0,0,0,4.0
7482,2026-07-07 04:41:00,CNC-01,IDLE,63.32,5.257,0.68,5.48,0.644,0,0,0,0,4.0
7483,2026-07-07 04:42:00,CNC-01,IDLE,65.95,5.116,0.57,5.26,0.624,0,0,0,0,4.0
7484,2026-07-07 04:43:00,CNC-01,IDLE,62.97,5.072,0.69,4.62,0.609,0,0,0,0,4.0
7485,2026-07-07 04:44:00,CNC-01,IDLE,59.02,5.471,0.83,4.62,0.53,0,0,0,0,4.0
7486,2026-07-07 04:45:00,CNC-01,IDLE,62.12,5.337,0.74,5.5,0.646,0,0,0,0,4.0
7487,2026-07-07 04:46:00,CNC-01,IDLE,56.99,4.872,0.73,4.68,0.68,0,0,0,0,4.0
7488,2026-07-07 04:47:00,CNC-01,IDLE,59.62,5.531,0.67,4.96,0.567,0,0,0,0,4.0
7489,2026-07-07 04:48:00,CNC-01,IDLE,64.1,5.565,0.72,5.62,0.572,0,0,0,0,4.0
7490,2026-07-07 04:49:00,CNC-01,IDLE,62.72,5.497,0.65,4.88,0.639,0,0,0,0,4.0
7491,2026-07-07 04:50:00,CNC-01,IDLE,65.22,5.585,0.66,4.97,0.544,0,0,0,0,4.0
7492,2026-07-07 04:51:00,CNC-01,IDLE,60.26,5.191,0.78,5.07,0.609,0,0,0,0,4.0
7493,2026-07-07 04:52:00,CNC-01,IDLE,63.78,5.399,0.73,4.63,0.561,0,0,0,0,4.0
7494,2026-07-07 04:53:00,CNC-01,IDLE,61.76,5.005,0.75,5.47,0.634,0,0,0,0,4.0
7495,2026-07-07 04:54:00,CNC-01,IDLE,57.0,5.053,0.71,4.28,0.608,0,0,0,0,4.0
7496,2026-07-07 04:55:00,CNC-01,IDLE,63.84,5.666,0.82,4.38,0.601,0,0,0,0,4.0
7497,2026-07-07 04:56:00,CNC-01,IDLE,62.12,5.029,0.71,4.83,0.636,0,0,0,0,4.0
7498,2026-07-07 04:57:00,CNC-01,IDLE,66.5,5.283,0.68,4.45,0.705,0,0,0,0,4.0
7499,2026-07-07 04:58:00,CNC-01,IDLE,65.15,5.363,0.7,5.5,0.599,0,0,0,0,4.0
7500,2026-07-07 04:59:00,CNC-01,IDLE,57.3,5.323,0.64,4.97,0.671,0,0,0,0,4.0
7501,2026-07-07 05:00:00,CNC-01,IDLE,57.42,4.974,0.76,4.66,0.627,0,0,0,0,4.0
7502,2026-07-07 05:01:00,CNC-01,IDLE,63.69,5.51,0.67,3.84,0.626,0,0,0,0,4.0
7503,2026-07-07 05:02:00,CNC-01,IDLE,57.73,5.524,0.71,4.74,0.64,0,0,0,0,4.0
7504,2026-07-07 05:03:00,CNC-01,IDLE,57.21,5.184,0.74,4.96,0.584,0,0,0,0,4.0
7505,2026-07-07 05:04:00,CNC-01,IDLE,61.0,5.707,0.76,4.59,0.672,0,0,0,0,4.0
7506,2026-07-07 05:05:00,CNC-01,IDLE,64.7,5.39,0.74,4.4,0.679,0,0,0,0,4.0
7507,2026-07-07 05:06:00,CNC-01,IDLE,65.29,5.317,0.72,4.82,0.58,0,0,0,0,4.0
7508,2026-07-07 05:07:00,CNC-01,IDLE,64.04,5.005,0.72,4.9,0.625,0,0,0,0,4.0
7509,2026-07-07 05:08:00,CNC-01,IDLE,65.26,5.365,0.75,4.08,0.629,0,0,0,0,4.0
7510,2026-07-07 05:09:00,CNC-01,IDLE,62.66,5.355,0.68,5.32,0.619,0,0,0,0,4.0
7511,2026-07-07 05:10:00,CNC-01,IDLE,60.2,5.073,0.76,4.82,0.607,0,0,0,0,4.0
7512,2026-07-07 05:11:00,CNC-01,IDLE,61.85,5.547,0.74,4.38,0.56,0,0,0,0,4.0
7513,2026-07-07 05:12:00,CNC-01,IDLE,62.45,5.051,0.58,4.56,0.594,0,0,0,0,4.0
7514,2026-07-07 05:13:00,CNC-01,IDLE,61.24,5.46,0.57,4.55,0.645,0,0,0,0,4.0
7515,2026-07-07 05:14:00,CNC-01,IDLE,60.44,4.881,0.67,5.04,0.595,0,0,0,0,4.0
7516,2026-07-07 05:15:00,CNC-01,IDLE,60.27,5.389,0.73,4.35,0.612,0,0,0,0,4.0
7517,2026-07-07 05:16:00,CNC-01,IDLE,58.54,5.595,0.78,4.74,0.658,0,0,0,0,4.0
7518,2026-07-07 05:17:00,CNC-01,IDLE,60.17,5.202,0.67,4.85,0.61,0,0,0,0,4.0
7519,2026-07-07 05:18:00,CNC-01,IDLE,62.43,5.217,0.72,5.36,0.511,0,0,0,0,4.0
7520,2026-07-07 05:19:00,CNC-01,IDLE,68.21,5.139,0.7,5.39,0.636,0,0,0,0,4.0
7521,2026-07-07 05:20:00,CNC-01,IDLE,64.05,5.618,0.7,5.23,0.547,0,0,0,0,4.0
7522,2026-07-07 05:21:00,CNC-01,IDLE,63.7,5.413,0.78,5.14,0.617,0,0,0,0,4.0
7523,2026-07-07 05:22:00,CNC-01,IDLE,61.49,5.146,0.69,4.34,0.691,0,0,0,0,4.0
7524,2026-07-07 05:23:00,CNC-01,IDLE,65.44,5.321,0.76,5.16,0.559,0,0,0,0,4.0
7525,2026-07-07 05:24:00,CNC-01,IDLE,64.35,5.625,0.67,4.25,0.551,0,0,0,0,4.0
7526,2026-07-07 05:25:00,CNC-01,IDLE,62.16,4.879,0.7,4.6,0.607,0,0,0,0,4.0
7527,2026-07-07 05:26:00,CNC-01,IDLE,60.92,5.234,0.75,4.48,0.621,0,0,0,0,4.0
7528,2026-07-07 05:27:00,CNC-01,IDLE,59.89,5.243,0.7,5.0,0.616,0,0,0,0,4.0
7529,2026-07-07 05:28:00,CNC-01,IDLE,66.16,5.237,0.67,5.23,0.623,0,0,0,0,4.0
7530,2026-07-07 05:29:00,CNC-01,IDLE,65.1,5.209,0.63,5.76,0.578,0,0,0,0,4.0
7531,2026-07-07 05:30:00,CNC-01,IDLE,58.96,5.46,0.65,4.7,0.613,0,0,0,0,4.0
7532,2026-07-07 05:31:00,CNC-01,IDLE,62.02,5.136,0.8,4.81,0.564,0,0,0,0,4.0
7533,2026-07-07 05:32:00,CNC-01,IDLE,65.38,5.028,0.7,4.5,0.617,0,0,0,0,4.0
7534,2026-07-07 05:33:00,CNC-01,IDLE,62.57,5.236,0.72,5.19,0.641,0,0,0,0,4.0
7535,2026-07-07 05:34:00,CNC-01,IDLE,59.33,5.042,0.76,4.55,0.631,0,0,0,0,4.0
7536,2026-07-07 05:35:00,CNC-01,IDLE,64.97,4.752,0.68,5.19,0.6,0,0,0,0,4.0
7537,2026-07-07 05:36:00,CNC-01,IDLE,61.24,5.494,0.78,4.59,0.692,0,0,0,0,4.0
7538,2026-07-07 05:37:00,CNC-01,IDLE,57.1,4.793,0.68,4.73,0.593,0,0,0,0,4.0
7539,2026-07-07 05:38:00,CNC-01,IDLE,60.84,5.027,0.7,4.62,0.64,0,0,0,0,4.0
7540,2026-07-07 05:39:00,CNC-01,IDLE,62.54,5.178,0.7,5.31,0.584,0,0,0,0,4.0
7541,2026-07-07 05:40:00,CNC-01,IDLE,58.63,4.952,0.69,5.05,0.649,0,0,0,0,4.0
7542,2026-07-07 05:41:00,CNC-01,IDLE,67.39,5.467,0.66,4.78,0.503,0,0,0,0,4.0
7543,2026-07-07 05:42:00,CNC-01,IDLE,61.51,5.063,0.57,5.7,0.589,0,0,0,0,4.0
7544,2026-07-07 05:43:00,CNC-01,IDLE,56.13,5.163,0.81,5.62,0.61,0,0,0,0,4.0
7545,2026-07-07 05:44:00,CNC-01,IDLE,62.74,5.613,0.7,5.04,0.647,0,0,0,0,4.0
7546,2026-07-07 05:45:00,CNC-01,IDLE,59.22,5.706,0.66,4.61,0.612,0,0,0,0,4.0
7547,2026-07-07 05:46:00,CNC-01,IDLE,65.27,5.448,0.71,4.97,0.659,0,0,0,0,4.0
7548,2026-07-07 05:47:00,CNC-01,IDLE,62.47,5.001,0.67,5.22,0.568,0,0,0,0,4.0
7549,2026-07-07 05:48:00,CNC-01,IDLE,57.75,5.154,0.7,5.2,0.537,0,0,0,0,4.0
7550,2026-07-07 05:49:00,CNC-01,IDLE,63.49,5.59,0.66,4.89,0.504,0,0,0,0,4.0
7551,2026-07-07 05:50:00,CNC-01,IDLE,65.07,5.484,0.71,4.33,0.639,0,0,0,0,4.0
7552,2026-07-07 05:51:00,CNC-01,IDLE,61.71,4.411,0.76,5.33,0.671,0,0,0,0,4.0
7553,2026-07-07 05:52:00,CNC-01,IDLE,58.62,4.67,0.68,5.07,0.562,0,0,0,0,4.0
7554,2026-07-07 05:53:00,CNC-01,IDLE,57.68,5.462,0.69,5.11,0.608,0,0,0,0,4.0
7555,2026-07-07 05:54:00,CNC-01,IDLE,61.95,5.226,0.69,4.68,0.554,0,0,0,0,4.0
7556,2026-07-07 05:55:00,CNC-01,IDLE,63.9,5.619,0.68,5.61,0.625,0,0,0,0,4.0
7557,2026-07-07 05:56:00,CNC-01,IDLE,63.22,5.441,0.77,4.68,0.634,0,0,0,0,4.0
7558,2026-07-07 05:57:00,CNC-01,IDLE,65.59,5.131,0.71,4.55,0.584,0,0,0,0,4.0
7559,2026-07-07 05:58:00,CNC-01,IDLE,61.4,4.974,0.71,4.99,0.628,0,0,0,0,4.0
7560,2026-07-07 05:59:00,CNC-01,IDLE,60.02,5.063,0.76,4.62,0.647,0,0,0,0,4.0
7561,2026-07-07 06:00:00,CNC-01,RUNNING,60.25,5.358,15.08,38.0,8.111,14,14,0,1,4.0
7562,2026-07-07 06:01:00,CNC-01,RUNNING,66.36,4.993,14.62,58.44,6.272,12,12,0,1,4.0
7563,2026-07-07 06:02:00,CNC-01,RUNNING,60.95,5.484,15.69,43.07,7.207,13,13,0,1,4.0
7564,2026-07-07 06:03:00,CNC-01,RUNNING,60.71,4.816,13.87,44.86,7.549,13,13,0,1,4.0
7565,2026-07-07 06:04:00,CNC-01,RUNNING,59.34,5.531,13.79,48.66,7.502,15,15,0,1,4.0
7566,2026-07-07 06:05:00,CNC-01,RUNNING,62.47,5.159,13.32,48.77,7.222,13,13,0,1,4.0
7567,2026-07-07 06:06:00,CNC-01,RUNNING,65.6,5.011,15.62,48.36,8.104,13,13,0,1,4.0
7568,2026-07-07 06:07:00,CNC-01,RUNNING,60.15,5.996,13.46,52.98,6.811,15,15,0,1,4.0
7569,2026-07-07 06:08:00,CNC-01,RUNNING,70.96,5.15,13.33,50.0,7.035,12,12,0,1,4.0
7570,2026-07-07 06:09:00,CNC-01,RUNNING,63.68,5.393,14.31,51.64,8.581,13,13,0,1,4.0
